id,a1,a2,a3,a4,A1,a5,a6,a7,a8,A2,a9,a10,a11,a12,a13,A3,a14,a15,a16,a17,a18,A4,a,b1,b2,b3,b4,b5,b6,b7,b8,B,c1,c2,c3,c4,c5,c6,C,d1,d2,d3,d4,D1,d5,d6,d7,d8,d9,D2,d10,d11,d12,d13,D3,d14,d15,d16,d17,D4,d,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e
253,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4.22,5,5,4,4,4,4,5,5,4.5,4,4,4,5,5,5,4.5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4.5,4,4,4,4,4,4.12,2,1,3,3,1,2,3,3,2,1,2.1
254,5,5,5,5,5,4,4,5,5,4.5,3,3,3,3,3,3,3,3,4,4,4,3.6,3.94,5,5,5,3,3,3,5,5,4.25,2,3,3,3,3,4,3,4,3,4,3,3.5,3,3,3,3,3,3,2,2,2,3,2.25,3,2,2,3,2.5,2.82,1,2,4,3,2,3,1,1,9,1,2.7
255,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3.5,4,4,3,3,3,3,4,4,3.5,4,4,3,3,3,3,3.33,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,1,5,4,2,4,2,2,2,1,2.4
256,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3.8,3.44,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3.67,5,5,5,5,5,5,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3.76,1,2,2,1,3,2,1,1,2,1,1.6
257,3,3,3,4,3.25,3,3,5,3,3.5,5,4,3,5,5,4.4,5,5,4,4,4,4.4,3.94,5,5,5,3,5,1,5,5,4.25,5,4,4,4,3,5,4.17,5,3,4,3,3.75,4,5,3,5,5,4.4,3,3,3,5,3.5,5,4,3,3,3.75,3.88,1,2,2,1,3,1,1,1,2,1,1.5
258,4,4,4,4,4,4,4,5,5,4.5,5,4,3,3,3,3.6,4,4,4,4,4,4,4,5,4,3,3,3,3,5,5,3.88,4,3,4,4,4,4,3.83,2,2,3,3,2.5,3,4,4,4,3,3.6,4,2,4,4,3.5,4,2,3,3,3,3.18,2,2,2,1,3,1,1,1,1,1,1.5
259,4,5,5,3,4.25,3,4,4,5,4,4,3,5,3,4,3.8,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3.5,4,3,4,4,4,4,3.83,3,3,4,5,3.75,4,5,5,3,3,4,3,3,3,4,3.25,4,4,4,3,3.75,3.71,1,2,2,1,3,1,1,1,1,1,1.4
260,4,4,4,3,3.75,5,5,4,4,4.5,3,3,3,3,3,3,4,4,4,4,4,4,3.78,4,5,4,4,4,4,4,4,4.13,4,4,2,3,4,3,3.33,2,2,4,4,3,4,3,4,4,3,3.6,3,4,4,4,3.75,3,2,2,3,2.5,3.24,1,2,2,1,3,2,1,1,5,1,1.9
261,4,4,5,5,4.5,4,4,5,5,4.5,3,3,3,5,4,3.6,5,5,4,5,5,4.8,4.33,5,5,5,5,5,5,5,5,5,4,4,2,4,2,4,3.33,4,4,3,4,3.75,4,4,5,5,5,4.6,2,2,3,4,2.75,3,3,2,3,2.75,3.53,1,2,2,1,3,1,1,1,3,1,1.6
262,4,2,4,4,3.5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3.61,5,5,4,4,4,4,4,4,4.25,5,4,2,3,4,4,3.67,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,3.24,1,2,2,1,3,2,1,1,2,1,1.6
263,5,5,5,5,5,4,4,4,5,4.25,4,3,3,3,4,3.4,4,4,4,5,4,4.2,4.17,4,4,2,2,3,3,3,3,3,4,4,4,3,3,4,3.67,4,4,4,3,3.75,4,4,4,3,4,3.8,4,3,3,4,3.5,4,4,4,3,3.75,3.71,2,2,1,1,2,1,1,1,2,1,1.4
264,3,3,4,4,3.5,2,4,4,5,3.75,3,3,2,4,4,3.2,5,4,3,2,3,3.4,3.44,5,3,4,4,2,3,5,5,3.88,2,3,2,2,3,4,2.67,4,2,4,3,3.25,4,4,4,5,3,4,3,3,4,5,3.75,2,3,2,3,2.5,3.41,2,2,2,1,2,1,1,1,1,4,1.7
265,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4.17,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,3.33,1,1,1,3,1.5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2.71,2,2,2,1,2,1,1,1,8,1,2.1
266,5,4,4,4,4.25,5,5,5,4,4.75,5,5,5,5,4,4.8,5,5,5,5,5,5,4.72,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4.5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4.25,4,4,4,4,4,4.06,1,1,5,3,1,3,1,2,1,1,1.9
267,5,5,5,5,5,5,4,4,4,4.25,5,4,4,4,4,4.2,4,4,4,4,5,4.2,4.39,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.33,5,5,4,4,4.5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4.25,4.18,1,1,1,1,2,3,1,2,7,1,2
268,4,4,4,5,4.25,4,4,4,4,4,5,5,4,4,4,4.4,4,4,5,4,4,4.2,4.22,5,5,5,5,5,5,5,1,4.5,5,5,5,4,5,5,4.83,5,5,5,5,5,5,5,5,4,5,4.8,5,5,5,5,5,4,4,5,5,4.5,4.82,2,2,5,5,3,5,2,2,9,1,3.6
269,5,5,4,4,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4.11,5,5,5,5,4,5,5,5,4.88,5,5,5,4,4,4,4.5,4,4,4,4,4,5,4,4,4,4,4.2,4,4,4,4,4,4,4,4,4,4,4.06,1,2,5,2,2,5,2,4,9,1,3.3
270,4,4,5,4,4.25,4,4,5,4,4.25,4,4,4,3,4,3.8,4,4,4,4,5,4.2,4.11,5,5,5,5,5,5,5,1,4.5,4,4,5,4,4,5,4.33,4,4,5,4,4.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.06,1,1,3,4,2,5,2,2,9,1,3
271,4,5,4,4,4.25,5,4,5,5,4.75,2,4,5,5,4,4,4,3,5,3,4,3.8,4.17,5,5,5,5,5,5,5,5,5,4,3,3,4,4,3,3.5,3,4,4,3,3.5,5,5,5,4,4,4.6,4,4,5,4,4.25,3,2,2,1,2,3.65,2,1,7,4,1,2,1,1,2,1,2.2
272,2,3,4,5,3.5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3.33,1,1,5,1,1,1,1,1,1.5,2,3,1,3,4,4,2.83,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1.75,2,2,3,3,2.5,2.59,1,1,6,2,1,5,1,1,6,1,2.5
273,4,4,5,4,4.25,4,4,5,4,4.25,5,4,4,4,5,4.4,4,4,4,5,4,4.2,4.28,5,5,5,5,5,5,5,5,5,3,4,5,5,4,4,4.17,4,4,4,5,4.25,4,4,4,3,4,3.8,4,4,4,4,4,4,4,4,4,4,4,1,1,6,3,2,3,1,3,1,1,2.2
274,4,4,3,4,3.75,4,4,4,4,4,3,4,5,5,4,4.2,5,5,5,5,4,4.8,4.22,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.94,2,1,5,5,2,5,1,2,4,1,2.8
275,5,5,5,5,5,5,5,5,5,5,4,2,4,3,4,3.4,4,4,4,5,4,4.2,4.33,5,5,5,5,1,1,5,1,3.5,5,1,1,1,5,4,2.83,3,4,3,3,3.25,4,4,3,4,4,3.8,4,4,5,4,4.25,3,3,4,4,3.5,3.71,2,1,5,5,1,3,1,1,7,1,2.7
276,4,5,5,3,4.25,5,4,4,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4.17,5,5,5,5,5,5,5,1,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4.25,4.06,2,1,5,5,4,5,2,4,5,1,3.4
277,4,4,4,4,4,5,4,4,4,4.25,4,4,4,4,4,4,4,4,4,4,4,4,4.06,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,2,5,2,2,1,1,2.2
278,5,5,5,5,5,4,5,4,4,4.25,4,4,4,3,4,3.8,5,5,4,4,4,4.4,4.33,5,5,5,5,4,5,5,1,4.38,4,4,4,5,4,4,4.17,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4.25,4,4,4,3,3.75,4,2,2,2,1,1,2,1,2,5,1,1.9
279,4,4,5,5,4.5,4,4,5,4,4.25,4,3,3,4,4,3.6,4,5,5,4,4,4.4,4.17,5,5,5,5,5,5,5,1,4.5,1,2,2,2,3,3,2.17,3,4,4,3,3.5,4,5,5,5,4,4.6,4,4,4,4,4,5,3,2,2,3,3.82,1,2,6,3,1,3,1,2,5,2,2.6
280,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3.67,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3.76,2,1,5,5,1,3,1,2,4,1,2.5
281,4,5,5,5,4.75,4,5,5,5,4.75,3,3,4,4,5,3.8,3,4,4,5,5,4.2,4.33,5,5,5,5,5,5,5,1,4.5,3,3,2,3,4,4,3.17,3,3,3,4,3.25,3,2,4,4,4,3.4,3,4,4,4,3.75,3,3,2,2,2.5,3.24,2,2,3,6,2,2,1,1,5,2,2.6
282,3,3,5,3,3.5,4,4,4,4,4,3,3,3,4,4,3.4,5,5,5,4,4,4.6,3.89,4,4,4,4,1,1,3,2,2.88,3,1,3,3,3,3,2.67,4,4,4,4,4,2,2,4,4,4,3.2,4,3,3,3,3.25,2,2,1,1,1.5,3,2,1,6,5,1,2,2,2,6,1,2.8
283,2,4,4,4,3.5,4,4,4,4,4,3,3,3,4,4,3.4,4,4,4,4,5,4.2,3.78,2,2,3,3,1,2,3,1,2.13,2,1,2,4,4,3,2.67,4,4,4,4,4,3,3,3,4,4,3.4,3,4,4,4,3.75,3,3,3,3,3,3.53,2,1,4,3,2,3,2,1,4,3,2.5
284,4,4,5,5,4.5,4,4,4,1,3.25,3,3,3,5,5,3.8,5,5,5,5,5,5,4.17,4,4,4,4,4,2,4,4,3.75,4,1,4,4,4,4,3.5,4,4,4,4,4,4,4,3,4,4,3.8,5,4,3,3,3.75,4,3,3,3,3.25,3.71,2,2,4,3,3,3,2,1,9,1,3
285,4,4,5,5,4.5,5,5,5,5,5,4,3,3,5,5,4,5,5,5,5,5,5,4.61,4,4,4,4,3,3,4,4,3.75,4,2,4,5,5,5,4.17,5,5,5,4,4.75,4,4,4,4,5,4.2,4,2,3,3,3,4,4,3,4,3.75,3.94,2,1,5,3,2,3,3,3,8,1,3.1
286,4,4,5,5,4.5,4,4,4,5,4.25,3,3,3,5,5,3.8,4,4,4,5,5,4.4,4.22,4,4,5,4,4,3,4,4,4,3,3,4,5,4,4,3.83,4,5,5,4,4.5,3,3,5,5,5,4.2,4,4,4,4,4,4,4,4,4,4,4.18,2,1,5,5,1,1,3,2,7,1,2.8
287,4,4,5,5,4.5,5,5,5,5,5,3,3,3,5,5,3.8,4,4,4,5,5,4.4,4.39,4,4,4,4,4,3,3,3,3.63,4,2,4,4,5,5,4,4,4,4,4,4,3,3,5,5,4,4,4,4,5,5,4.5,4,4,3,4,3.75,4.06,2,2,3,1,4,1,1,1,4,3,2.2
288,3,3,4,4,3.5,5,5,5,5,5,3,3,2,5,5,3.6,4,4,4,3,5,4,4,5,5,5,5,4,4,4,4,4.5,3,3,4,4,5,5,4,4,4,4,5,4.25,3,2,3,3,5,3.2,4,4,3,3,3.5,4,3,3,4,3.5,3.59,2,2,4,3,3,2,1,1,4,4,2.6
289,3,3,4,4,3.5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,5,5,4.4,3.72,4,4,3,3,3,3,4,4,3.5,3,3,4,4,5,5,4,5,5,5,4,4.75,3,3,4,4,5,3.8,4,3,4,5,4,4,4,4,3,3.75,4.06,2,3,4,4,4,4,1,1,4,4,3.1
290,4,4,4,5,4.25,5,5,5,5,5,4,4,4,5,5,4.4,4,4,4,5,5,4.4,4.5,3,3,3,3,5,3,4,4,3.5,4,3,4,5,5,5,4.33,4,4,4,4,4,3,3,4,5,4,3.8,4,3,4,4,3.75,4,3,3,3,3.25,3.71,2,3,3,1,3,1,1,1,2,1,1.8
291,3,4,4,4,3.75,1,1,3,5,2.5,4,4,4,5,5,4.4,4,4,4,4,5,4.2,3.78,2,2,3,3,4,2,1,1,2.25,3,4,3,4,5,4,3.83,4,4,4,4,4,3,3,4,4,4,3.6,3,3,3,3,3,3,3,3,3,3,3.41,2,2,4,4,4,2,1,1,2,1,2.3
292,3,4,4,4,3.75,3,3,3,5,3.5,4,4,4,5,5,4.4,5,5,5,5,4,4.8,4.17,3,3,4,4,2,2,1,1,2.5,2,3,3,4,4,4,3.33,4,4,4,4,4,2,2,4,4,4,3.2,3,3,4,4,3.5,4,4,3,3,3.5,3.53,2,1,5,6,2,2,2,2,1,2,2.5
293,4,4,4,5,4.25,2,2,4,5,3.25,4,4,4,4,4,4,5,5,5,5,5,5,4.17,5,5,5,5,3,2,4,4,4.13,4,3,4,5,5,5,4.33,4,4,4,3,3.75,3,3,4,4,4,3.6,4,4,4,4,4,4,5,3,4,4,3.82,2,2,4,3,3,3,2,2,4,4,2.9
294,4,4,4,4,4,2,2,4,4,3,3,3,4,4,5,3.8,4,4,4,4,5,4.2,3.78,3,3,3,3,5,3,4,4,3.5,4,4,3,5,5,5,4.33,4,4,4,3,3.75,4,4,4,4,4,4,5,3,5,5,4.5,4,4,3,5,4,4.06,2,2,2,3,3,2,1,1,7,1,2.4
295,3,3,3,5,3.5,3,3,3,5,3.5,4,4,4,5,5,4.4,4,4,4,4,4,4,3.89,4,4,4,4,4,4,5,5,4.25,4,4,5,5,5,5,4.67,4,4,4,5,4.25,3,3,4,4,5,3.8,4,3,4,4,3.75,4,4,3,5,4,3.94,2,2,1,1,1,1,1,1,8,1,1.9
296,4,4,4,5,4.25,1,1,5,5,3,2,2,2,5,5,3.2,4,4,5,5,5,4.6,3.78,4,4,5,5,3,2,1,1,3.13,3,4,3,4,4,4,3.67,4,4,4,3,3.75,3,3,4,4,4,3.6,4,3,3,3,3.25,4,3,3,3,3.25,3.47,2,1,6,4,1,4,2,2,1,2,2.5
297,4,4,5,5,4.5,1,1,5,5,3,3,3,3,4,4,3.4,4,4,4,4,4,4,3.72,4,4,4,4,5,5,4,4,4.25,4,4,4,5,5,5,4.5,3,3,5,4,3.75,4,4,4,5,5,4.4,4,4,5,5,4.5,3,3,3,3,3,3.94,2,2,3,1,4,3,1,1,3,1,2.1
298,4,4,4,4,4,3,3,4,4,3.5,5,5,5,5,5,5,4,4,4,4,4,4,4.17,5,5,5,5,3,3,3,1,3.75,4,3,4,4,4,4,3.83,4,4,4,4,4,4,3,3,4,4,3.6,4,4,3,3,3.5,4,3,3,3,3.25,3.59,2,2,4,2,2,2,1,1,9,1,2.6
299,5,5,5,5,5,3,3,4,4,3.5,3,3,3,4,4,3.4,4,4,4,4,4,4,3.94,4,4,4,4,4,3,3,3,3.63,4,4,4,5,5,4,4.33,4,4,4,3,3.75,4,3,4,4,4,3.8,3,3,4,4,3.5,4,4,4,4,4,3.76,2,1,6,4,1,4,2,3,6,1,3
300,4,4,4,5,4.25,2,2,4,4,3,3,3,3,4,4,3.4,4,4,4,4,5,4.2,3.72,4,4,4,4,3,4,4,4,3.88,4,4,4,5,5,5,4.5,4,4,5,5,4.5,3,3,5,5,5,4.2,4,4,5,5,4.5,4,4,3,3,3.5,4.18,2,1,5,3,1,5,1,1,1,2,2.2
